time, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc
7.351136520277777454e+05,6.855398650927626569e-01,3.427699325463814950e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136520509260008e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136520740741398e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136520972222788e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136521203704178e+05,0.000000000000000000e+00,5.171643542057113851e-01,0.000000000000000000e+00,1.054857296733158423e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136521435185568e+05,5.415970979788834461e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136521666666958e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136521898148349e+05,5.126307037303367009e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136522129629739e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136522361111129e+05,5.803351536371359476e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136522592592519e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136522824073909e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136523055555299e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136523287036689e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136523518519243e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.006333005840531758e+00,0.000000000000000000e+00
7.351136523750000633e+05,4.798957090331555375e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136523981482023e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136524212963413e+05,4.178454067994569754e-01,1.253536220398371537e+00,1.276078293247310924e+00,2.556830953357930092e+00,2.128499455686693409e+00,1.275104590701853224e+00,2.970645368682169885e+00,5.254942485384812123e+00,3.047515310291715185e+00,1.902658559485592038e+00,1.393978377038598948e+00,7.850525291546353035e-01,1.727131850666701940e+00,0.000000000000000000e+00,9.146453542806554093e-01
7.351136524444444804e+05,9.000432432974344588e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.599700061797279638e+00,0.000000000000000000e+00,8.205473601119369631e-01,9.107435178978799950e-01,0.000000000000000000e+00,1.118249281372990733e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136524675926194e+05,5.441132371438404114e-01,5.441132371438406334e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.771706258454661675e+00,3.320851564974812931e+00,1.934169242568437586e+00,6.622183136354174993e-01,7.440820488323939275e-01,2.752909970834715558e+00,9.076108949583584495e-01,1.154193772156806075e+00,1.249472341987638790e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136524907407584e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.134786711302809614e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136525138888974e+05,5.593780299339972117e-01,5.593780299339975448e-01,8.541558075099391356e-01,1.140960299582805204e+00,1.424732464283194000e+00,3.414016199770874227e+00,0.000000000000000000e+00,2.950118072821718229e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136525370370364e+05,4.338742710323544860e-01,1.301622813097064180e+00,1.987544425235049594e+00,4.424854854567285223e+00,5.525375741249068717e+00,2.648037124631110295e+00,9.253804681293614109e+00,9.680933285172510949e+00,1.028436594524759151e+01,5.268389262867469114e+00,6.754778037226484955e+00,9.203506684624804812e-01,9.963255156236231480e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.351136525601851754e+05,2.214855268320187864e+00,1.107427634160094598e+00,1.691013401485303547e+00,2.258814071383293154e+00,2.820611496698192333e+00,3.379446171261498932e+00,3.936593198148099049e+00,1.010854189400406966e+01,1.060095356436132619e+01,5.042670405987863091e+00,4.618125959486403254e+00,4.027059047502836719e+00,0.000000000000000000e+00,2.345913625154885551e+00,0.000000000000000000e+00
7.351136525833333144e+05,0.000000000000000000e+00,5.472126131672904181e-01,2.506738590723779136e+00,2.232293131457128599e+00,1.393747221242619405e+00,3.339767788685793271e+00,0.000000000000000000e+00,6.659904394053118848e-01,7.483204865402066641e-01,0.000000000000000000e+00,1.825561650278217485e+00,0.000000000000000000e+00,1.077076784754265271e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136526064814534e+05,1.977861469232355951e+00,1.483396101924267629e+00,1.510071695695928140e+00,4.034233190629432642e+00,5.037601218272174108e+00,1.056243612294050749e+01,1.230379538251978033e+01,1.043109409679277277e+01,1.510153043967827102e+01,7.755330132794808762e+00,4.123977546513622805e+00,3.656091870024213097e+00,1.005696372884423928e+00,1.082363102959938761e+00,1.082363102959946755e+00
7.351136526296297088e+05,4.456731117459540870e-01,1.782692446983817014e+00,2.041594000538864861e+00,3.636148006411075606e+00,5.675633621483970437e+00,1.088019294202536358e+01,1.584242334378114769e+01,1.609152041326404614e+01,2.072177175930800175e+01,7.892002146915441330e+00,7.186270909393445372e+00,2.593039048726979878e+00,1.871396092658941912e+00,1.007028630275379699e+00,0.000000000000000000e+00
7.351136526527778478e+05,5.529150640465938515e+00,2.010600232896706085e+00,1.535067319065243074e+00,4.101010267310213564e+00,5.120986651623206320e+00,6.135583987077911416e+00,8.933896623208092080e+00,8.360653689038688441e+00,1.443499266766813882e+01,5.594884626694712537e+00,1.676896050500285451e+00,2.863617326804125618e+00,1.022343269738496874e+00,0.000000000000000000e+00,1.100279034069404194e+00
7.351136526759259868e+05,1.156490958375103739e+00,5.782454791875522027e-01,0.000000000000000000e+00,1.179444132341197715e+00,1.472787743595695309e+00,1.764584348819982162e+00,2.055499745548639456e+00,1.407518582363235238e+00,2.899447251424614791e+00,8.776800323411484417e-01,9.645453575544941094e-01,9.812771096832055839e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136526990741258e+05,1.016802430496382215e+01,8.049685908096364528e+00,5.175436852016898293e+00,3.456610567551739344e+00,5.395395104650073215e+00,5.171487771413199042e+00,1.204815378234114931e+01,1.340635074213751921e+01,1.583614491526297741e+01,1.200372612867064248e+01,6.595876563285252736e+00,1.617660101810638906e+00,4.364096021364341382e+00,1.884695917761729067e+00,0.000000000000000000e+00
7.351136527222222649e+05,1.750083710314368091e+01,1.608185031099690576e+01,6.500268572051823845e+00,3.859066102787701347e+00,8.433018511526668703e+00,1.732082290118416523e+01,2.185775893760820665e+01,3.799381724469092347e+01,4.657159697605664661e+01,3.302470158933942201e+01,2.314349396217265209e+01,4.500680061831858758e+00,6.827301630968672264e+00,2.104132353980538106e+00,0.000000000000000000e+00
7.351136527453704039e+05,3.055095063541843814e+01,3.230675239607469251e+01,1.501395812222883741e+01,7.878858286196904537e+00,1.073283955559437253e+01,1.607410910071108034e+01,2.871035041334740257e+01,3.561526050236771113e+01,3.857738625182600600e+01,3.961987090766344011e+01,2.108717419412679561e+01,8.555648222969027827e+00,7.142273570378612213e-01,3.843373403869360772e+00,1.537349361547755366e+00
7.351136527685185429e+05,1.504102075522100392e+02,1.665897916315315115e+02,4.117634516940889711e+01,1.466729284662102728e+01,1.373643431504847001e+01,1.645797033980634083e+01,2.130143054075246312e+01,4.546067044787285738e+01,7.047475520057210474e+01,5.760496369828442198e+01,2.398972335386197230e+01,2.484168677414762882e+01,7.352152502743208196e+00,2.623437275823237158e+00,3.935155913734884603e+00
7.351136527916666819e+05,3.875792797396498202e+01,3.449100012362022483e+01,1.954646594197447484e+01,9.428498444219414409e+00,1.086783946780605703e+01,1.953155114893777622e+01,2.401556649963498558e+01,3.346668369108763841e+01,3.355171157786958958e+01,4.335645978239062970e+01,3.598277023103930361e+01,1.215442863732932288e+01,6.578887696918830130e+00,3.941931854925168732e+00,2.360137543713175301e+00
7.351136528148148209e+05,2.769139979546358177e+01,5.502778164483150647e+01,3.848932978815773964e+01,1.520669130646842682e+01,1.627611416697266478e+01,1.516730847520324055e+01,2.271579776122649363e+01,3.298195768893276636e+01,5.097663239995382156e+01,3.502576550216771523e+01,3.079385494943252866e+01,1.183407690733898754e+01,9.969270669070631641e+00,3.058338446386679621e+00,7.771187855572766479e-01
7.351136528379629599e+05,4.289736764798443147e+01,7.206757764861387727e+01,6.113629452677835019e+01,2.916584183611521297e+01,2.913582302715103367e+01,3.141753166709666445e+01,4.676300345446418305e+01,5.777758264256736709e+01,9.542468740373757896e+01,8.739348131688754506e+01,5.565402548415293893e+01,2.988120012388274560e+01,1.617394496524659431e+01,6.219643708538547422e+00,3.715631306399678646e+00
7.351136528611110989e+05,8.373908002630631131e+01,1.088608040341982530e+02,8.354004309379082827e+01,3.985383318886839277e+01,2.701583794508960423e+01,2.385037098653021559e+01,4.564255458140922173e+01,5.797857437331774833e+01,8.245029568381234242e+01,8.981869970185037744e+01,4.935409638288709289e+01,3.407122806378396263e+01,1.007253839153911912e+01,3.626604199447525545e+00,2.404596262677181073e+00
7.351136528842592379e+05,6.154517795518691514e+01,2.032510506544753923e+02,2.958563440589583706e+02,9.763705926530751356e+01,2.419061675838106495e+01,1.043402092804860892e+01,1.215420922042931906e+01,2.142320572147932012e+01,3.013273460016937477e+01,2.979294484790680286e+01,2.471462545756180518e+01,1.093689436797318315e+01,4.735893521409965778e+00,2.548461218180332555e+00,8.584290419133814298e-01
7.351136529074073769e+05,7.712549457217477311e+01,1.466524182505393128e+02,1.856451447258990868e+02,8.601813673405111160e+01,1.935351418046632688e+01,1.159396809418705132e+01,1.620646708111434364e+01,2.574002924368415179e+01,3.723494056546086739e+01,3.460008346557008707e+01,2.513842357823994433e+01,2.215125756202582252e+01,3.190664975223894029e+00,0.000000000000000000e+00,6.894621889957235794e+00
7.351136529305556323e+05,5.922747523758126675e+01,1.657451051222236060e+02,2.537895718346616718e+02,1.039493113136689573e+02,2.338791035172953769e+01,2.101623642191108132e+01,2.284897521055421521e+01,3.315462747840693680e+01,4.248541143764099104e+01,4.343880139993718359e+01,4.441932064358424270e+01,2.117578686034796576e+01,8.585145912699156057e+00,6.159741926072533680e+00,4.117301182164302631e+00
7.351136529537037713e+05,7.621079256344688702e+01,2.348884875276386310e+02,3.951434336833074781e+02,1.496464842630960561e+02,3.911139976013407704e+01,2.429796444750467543e+01,2.021700698143558128e+01,3.299425738752722026e+01,6.481297691418336626e+01,4.661539961294718637e+01,3.383643594654985520e+01,2.688609155531082351e+01,8.470457119504223087e+00,7.831080667401232986e+00,0.000000000000000000e+00
7.351136529768519104e+05,4.541332974902217501e+01,1.509325371070443964e+02,2.778898170471420599e+02,1.089756701250554443e+02,2.211289994393763791e+01,1.222801211807715305e+01,1.068297293952598359e+01,1.584969612035383868e+01,2.344096246130940386e+01,2.601763853339646104e+01,2.302264818740509611e+01,1.285107782391599507e+01,5.126602043082333360e+00,4.739318560981920392e+00,7.780970771761418492e-01
7.351136530000000494e+05,5.255480674975743938e+01,1.528468962972112877e+02,3.016056217657080651e+02,1.411410722489642353e+02,3.011777447060688573e+01,1.069181316974916385e+01,2.490900394143190510e+01,2.753934053783482483e+01,3.553542228123755820e+01,4.298685224294541030e+01,3.774435861625565991e+01,1.889872831815940302e+01,5.574452749552948561e+00,4.020221262826884079e+00,9.895929262343170496e-01
7.351136530231481884e+05,4.971641275885675526e+01,1.364439327937513724e+02,1.754495681141164027e+02,9.915282121059870235e+01,4.502307664729647740e+01,3.371455626116655679e+01,4.516378100135830209e+01,5.445705984106046316e+01,6.295171486251523874e+01,6.344331246077413766e+01,4.515062480656573030e+01,2.681706115361496146e+01,1.623695551442770224e+01,2.496391274892569179e+00,2.496391274892587386e+00
7.351136530462963274e+05,7.349754140951867498e+01,1.860406516928442215e+02,2.718042409756800453e+02,7.846984101799542088e+01,2.486220703353411565e+01,1.927461464079814490e+01,2.245229337787268520e+01,2.515806519294247678e+01,4.737526996515676814e+01,5.694054643368549051e+01,4.054671898991649925e+01,4.189968129826701215e+01,1.789475525021155633e+01,3.851783369522703282e+00,0.000000000000000000e+00
7.351136530694444664e+05,6.612254710752128517e+01,1.969301946463135096e+02,2.516869070740480367e+02,8.014002410625559492e+01,2.196700802394747853e+01,1.608397355054452049e+01,1.703239300964902725e+01,2.177103879557310862e+01,4.040661760648394107e+01,4.727241797015057045e+01,3.063779337561686233e+01,1.948562764118363333e+01,1.207177198912592786e+01,6.496016561589400773e+00,2.165338853863149282e+00
7.351136530925926054e+05,4.164762224434813476e+01,9.769675872272324568e+01,1.028215697960682746e+02,4.128334753722957373e+01,2.379280202370559749e+01,2.138006965778127366e+01,1.937044736124644118e+01,2.747554545492281264e+01,3.353347178190812627e+01,3.485639091260317457e+01,3.008225500756252302e+01,1.934379482296809982e+01,8.861458745840858242e+00,6.073990580614713863e+00,0.000000000000000000e+00
7.351136531157407444e+05,6.652768494091836260e+01,1.912670942051403813e+02,2.547587836557365790e+02,8.056959148696381590e+01,3.177105221226055676e+01,3.013534855748207164e+01,1.847556049802197720e+01,1.665751347794083159e+01,2.487665718256304004e+01,2.997781739844834092e+01,3.207779993023680021e+01,1.701012839899788531e+01,4.330773528412438012e+00,3.486514318084227959e+00,0.000000000000000000e+00
7.351136531388888834e+05,7.665032809390356761e+01,2.394580017197143320e+02,2.159399308124263825e+02,4.969049151841218048e+01,2.421431600384501337e+01,2.357207623375991190e+01,1.689738409386205475e+01,1.181166248510340466e+01,2.600194419341027086e+01,2.495198596590610407e+01,3.072531971563116926e+01,1.667349676486044530e+01,9.629208097464607263e+00,3.901958651110251086e+00,5.202611534813705418e+00
7.351136531620370224e+05,1.192696287365236287e+02,2.228458852708731968e+02,1.605546066050201546e+02,5.548345435681073212e+01,2.398255453810564575e+01,1.915607122917511873e+01,1.673565487119341810e+01,2.164640764876909884e+01,1.836098714383158992e+01,1.879126799481198873e+01,1.337956538745606849e+01,8.813759727979537217e+00,8.477372855501160487e+00,2.290140443353770205e+00,0.000000000000000000e+00
7.351136531851851614e+05,9.173213021374353104e+01,2.799006024470637612e+02,3.331213617028280396e+02,1.043473108286050888e+02,3.594479718532401336e+01,2.512205100349039810e+01,2.299295275475125422e+01,1.145061357225912246e+01,1.179396509048863706e+01,1.517294116735484266e+01,1.242423425835289841e+01,1.696388126135251895e+01,9.799409543904374686e+00,2.657371426781101942e+00,1.328685713390560741e+00
7.351136532083333004e+05,6.573882142383949656e+01,1.542174867364285831e+02,1.351046372457520022e+02,3.710586788520847534e+01,2.632647502900838177e+01,2.144884385309488906e+01,1.175763455851779149e+01,1.207669022697892380e+01,1.470041763271317947e+01,1.045917696122615048e+01,8.505809811592071057e+00,2.355450780887262230e+00,5.940708125997222311e+00,1.810055474755069227e+00,0.000000000000000000e+00
7.351136532314815558e+05,7.620665714421981818e+01,2.107843708244379286e+02,2.013702541051545154e+02,7.716795065208884807e+01,4.129742458540116701e+01,3.133701146799619153e+01,2.113351153413047001e+01,1.688321553068011127e+01,1.355023319163897355e+01,8.476922445608817469e+00,2.704615063237544970e+00,8.090812611800592080e+00,2.198542166688936206e+00,1.183071245797947091e+00,1.183071245797955751e+00
7.351136532546296949e+05,5.826752641443714964e+01,1.312911147130500069e+02,1.195935890208408381e+02,5.865223705974566570e+01,2.987414399547875732e+01,9.236895379776578707e+00,9.414756285836359595e+00,5.218857259602224019e+00,1.103814553515865349e+01,8.805751183686965078e+00,8.415017170793390733e+00,6.994023560365873138e+00,6.057103553111067740e+00,2.431211042795417665e+00,8.014981459765171401e-01
7.351136532777778339e+05,7.432803299352895010e+01,1.914347900121106250e+02,1.845346696581821107e+02,6.435095246152332038e+01,3.404910992520980528e+01,1.468623677889405066e+01,9.504144380853736251e+00,8.026573823323198908e+00,7.312558867820281527e+00,9.198552129275659794e+00,8.919658939323552360e+00,6.903015264910737692e+00,2.140114383502865980e+00,1.034579357545086253e+01,1.132751121399737437e+00
7.351136533009259729e+05,6.599845662652030853e+01,1.703681089661338319e+02,1.921811861213865313e+02,1.033104830179899096e+02,6.515413584412497983e+01,4.683769356638335779e+01,1.454920414501274628e+01,1.432134479863502285e+01,1.026140967908833090e+01,9.836268684032509313e+00,7.111696794870639771e+00,4.868163014633678287e+00,3.155304190703684952e+00,2.275935894757416200e+00,1.119904964086990917e+00
7.351136533240741119e+05,1.445202378191926584e+02,3.047248425334916533e+02,2.266660771760815010e+02,6.512518130120814419e+01,3.709456006977960385e+01,1.880320251669797571e+01,1.592957283089186404e+01,9.998901239977515232e+00,1.123497005069434884e+01,1.445379380795813162e+01,7.786425354677903421e+00,8.623112834756989642e+00,1.168706320736151127e+01,0.000000000000000000e+00,3.757577730985242503e+00
7.351136533472222509e+05,5.495757104946434879e+01,1.609974998051616808e+02,1.667617018208653121e+02,4.958121333630666072e+01,2.153486178254111749e+01,1.505085404334956678e+01,7.513795369855726491e+00,7.431849666872421878e+00,7.387050097445471586e+00,1.158561268339230388e+01,3.525856160918360516e+00,6.576200395366309515e+00,2.126473966939232518e+00,3.830884505854244892e+00,1.542304151707564408e+00
7.351136533703703899e+05,5.698740359102812647e+01,1.800283886171116876e+02,2.234787998859447384e+02,8.101359316453482506e+01,3.298785745731269969e+01,2.766651206623611969e+01,1.381187470588736765e+01,1.155951241038429878e+01,1.121734496654189250e+01,1.113981125794200899e+01,9.841877389654561270e+00,1.075395344128958719e+01,1.784492799925628592e+00,2.896035965808108514e+00,0.000000000000000000e+00
7.351136533935185289e+05,7.353333026766070191e+01,2.452940196242116144e+02,3.402022358125789196e+02,1.399118754027412308e+02,3.214661050171250167e+01,1.004756591807670674e+01,3.901347306293562855e+00,3.561968383765000024e+00,7.004025994171873215e+00,6.941001892964316689e+00,9.458674600496596696e+00,6.219313286887643066e+00,7.884839600851579533e+00,6.044765280080831360e+00,6.044765280080875769e+00
7.351136534166666679e+05,7.031590270450274716e+01,2.012292500161380531e+02,3.343327434508967144e+02,1.772381307631736149e+02,3.931335649017952960e+01,1.395624577370292663e+01,4.064280018102326864e+00,3.014966133472503085e+00,8.338898820476948970e+00,8.098585912645761553e+00,1.017156029136391382e+01,1.094855787544505077e+01,7.126419066868015406e+00,3.834841838041792794e+00,1.291736198077244824e+00
7.351136534398148069e+05,7.176457737612750520e+01,2.406505494679476840e+02,3.762337875094648894e+02,1.385709980675845543e+02,2.315263305952542083e+01,4.379961611304588942e+00,3.401371351680225974e+00,7.957806413760594388e+00,1.177668105585973279e+01,6.293539144978388400e+00,1.702503450689274445e+01,2.035529381104090874e+01,1.302675605862727437e+01,3.243138621230912566e+00,5.405231035384892913e+00
7.351136534629629459e+05,4.250386035656806172e+01,1.348744545172987443e+02,2.662527311740799405e+02,1.508627628078852183e+02,3.494913466088295451e+01,1.327694585704380614e+01,1.070711200636172578e+01,1.004724553249551633e+01,7.780457095153099800e+00,1.032897455058135527e+01,8.373872096811867394e+00,9.736150604792980445e+00,5.621263346047506104e+00,1.512446549929577611e+00,1.512446549929588491e+00
